postcode,LGA,mean_price 2020 Q1,mean_price 2020 Q2,mean_price 2020 Q3,mean_price 2020 Q4,mean_price 2021 Q1,median_price 2020 Q1,median_price 2020 Q2,median_price 2020 Q3,median_price 2020 Q4,median_price 2021 Q1,median_rent_newb 2020 Q1,median_rent_newb 2020 Q2,median_rent_newb 2020 Q3,median_rent_newb 2020 Q4,median_rent_newb 2021 Q1,new_bonds_no 2020 Q1,new_bonds_no 2020 Q2,new_bonds_no 2020 Q3,new_bonds_no 2020 Q4,new_bonds_no 2021 Q1,sales_no 2020 Q1,sales_no 2020 Q2,sales_no 2020 Q3,sales_no 2020 Q4,sales_no 2021 Q1,total_bonds_no 2020 Q1,total_bonds_no 2020 Q2,total_bonds_no 2020 Q3,total_bonds_no 2020 Q4,total_bonds_no 2021 Q1
2261,CENTRAL COAST,660.0,640.0,699.0,720.0,786.0,650.0,635.0,650.0,700.0,750.0,405.0,400.0,400.0,430.0,450.0,399.0,434.0,411.0,364.0,363.0,215.0,214.0,343.0,356.0,344.0,5240.0,5280.0,5370.0,5337.0,5298.0
2262,CENTRAL COAST,498.0,504.0,520.0,553.0,614.0,489.0,488.0,510.0,545.0,590.0,390.0,380.0,390.0,400.0,450.0,177.0,167.0,160.0,139.0,96.0,95.0,72.0,94.0,107.0,108.0,1870.0,1890.0,1916.0,1944.0,1923.0
2263,CENTRAL COAST,500.0,515.0,532.0,566.0,616.0,492.0,502.0,520.0,537.0,606.0,360.0,370.0,360.0,375.0,395.0,255.0,240.0,252.0,218.0,179.0,97.0,84.0,145.0,152.0,145.0,3020.0,3066.0,3126.0,3144.0,3116.0
2264,LAKE MACQUARIE,579.0,630.0,635.0,639.0,661.0,519.0,625.0,593.0,565.0,607.0,400.0,390.0,410.0,428.0,420.0,149.0,137.0,117.0,112.0,113.0,62.0,47.0,74.0,113.0,90.0,1449.0,1472.0,1492.0,1485.0,1473.0
2265,LAKE MACQUARIE,614.0,620.0,631.0,624.0,715.0,630.0,588.0,597.0,579.0,655.0,380.0,400.0,373.0,450.0,385.0,35.0,37.0,38.0,20.0,36.0,20.0,20.0,35.0,36.0,41.0,412.0,424.0,437.0,448.0,435.0
2267,LAKE MACQUARIE,683.0,642.0,663.0,622.0,738.0,660.0,623.0,617.0,605.0,686.0,363.0,365.0,393.0,415.0,450.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,244.0,250.0,243.0,237.0,234.0
2278,LAKE MACQUARIE,705.0,725.0,724.0,733.0,606.0,705.0,725.0,724.0,733.0,570.0,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,78.0,76.0,76.0,76.0,74.0
2280,LAKE MACQUARIE,616.0,677.0,692.0,752.0,772.0,590.0,680.0,633.0,687.0,720.0,400.0,415.0,430.0,440.0,450.0,160.0,134.0,127.0,125.0,126.0,95.0,82.0,120.0,133.0,127.0,1825.0,1841.0,1837.0,1830.0,1826.0
2281,LAKE MACQUARIE,684.0,698.0,718.0,798.0,811.0,653.0,645.0,705.0,750.0,775.0,400.0,420.0,425.0,450.0,500.0,80.0,81.0,71.0,71.0,69.0,56.0,49.0,91.0,113.0,71.0,1008.0,1031.0,1034.0,1018.0,1025.0
2282,LAKE MACQUARIE,711.0,700.0,787.0,774.0,1123.0,700.0,713.0,775.0,758.0,867.0,460.0,450.0,470.0,475.0,500.0,80.0,95.0,85.0,77.0,80.0,53.0,46.0,47.0,88.0,94.0,963.0,985.0,1019.0,1015.0,1000.0
2283,LAKE MACQUARIE,591.0,562.0,640.0,653.0,648.0,535.0,528.0,560.0,595.0,603.0,410.0,390.0,400.0,420.0,440.0,89.0,117.0,91.0,102.0,95.0,99.0,76.0,114.0,138.0,148.0,1515.0,1537.0,1549.0,1541.0,1534.0
2284,LAKE MACQUARIE,537.0,584.0,613.0,609.0,698.0,505.0,560.0,588.0,591.0,640.0,425.0,415.0,450.0,440.0,428.0,68.0,67.0,76.0,79.0,66.0,53.0,20.0,48.0,62.0,53.0,883.0,887.0,910.0,925.0,932.0
2285,LAKE MACQUARIE,557.0,541.0,557.0,585.0,620.0,550.0,538.0,565.0,575.0,633.0,420.0,440.0,445.0,483.0,450.0,191.0,221.0,187.0,166.0,204.0,123.0,90.0,154.0,171.0,144.0,2240.0,2287.0,2322.0,2331.0,2392.0
2285,NEWCASTLE,557.0,541.0,557.0,585.0,620.0,550.0,538.0,565.0,575.0,633.0,420.0,440.0,445.0,483.0,450.0,191.0,221.0,187.0,166.0,204.0,123.0,90.0,154.0,171.0,144.0,2240.0,2287.0,2322.0,2331.0,2392.0
2286,LAKE MACQUARIE,519.0,514.0,544.0,538.0,565.0,530.0,503.0,554.0,560.0,515.0,420.0,450.0,435.0,480.0,400.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,233.0,232.0,235.0,241.0,242.0
2287,LAKE MACQUARIE,517.0,551.0,547.0,579.0,620.0,505.0,525.0,520.0,555.0,610.0,390.0,420.0,420.0,440.0,420.0,500.0,315.0,377.0,365.0,436.0,151.0,123.0,172.0,188.0,164.0,3465.0,3498.0,3552.0,3565.0,3649.0
2287,NEWCASTLE,517.0,551.0,547.0,579.0,620.0,505.0,525.0,520.0,555.0,610.0,390.0,420.0,420.0,440.0,420.0,500.0,315.0,377.0,365.0,436.0,151.0,123.0,172.0,188.0,164.0,3465.0,3498.0,3552.0,3565.0,3649.0
2289,LAKE MACQUARIE,702.0,731.0,717.0,737.0,750.0,700.0,703.0,715.0,725.0,736.0,485.0,450.0,450.0,495.0,530.0,177.0,142.0,133.0,147.0,143.0,62.0,52.0,71.0,118.0,97.0,1591.0,1601.0,1628.0,1624.0,1629.0
2289,NEWCASTLE,702.0,731.0,717.0,737.0,750.0,700.0,703.0,715.0,725.0,736.0,485.0,450.0,450.0,495.0,530.0,177.0,142.0,133.0,147.0,143.0,62.0,52.0,71.0,118.0,97.0,1591.0,1601.0,1628.0,1624.0,1629.0
2290,LAKE MACQUARIE,635.0,717.0,642.0,673.0,760.0,600.0,630.0,620.0,630.0,690.0,420.0,410.0,430.0,450.0,450.0,243.0,213.0,220.0,202.0,195.0,119.0,108.0,168.0,179.0,169.0,2511.0,2508.0,2551.0,2568.0,2533.0
2291,NEWCASTLE,1176.0,1088.0,1298.0,1309.0,1456.0,1045.0,964.0,1205.0,1088.0,1370.0,498.0,445.0,450.0,550.0,520.0,182.0,175.0,138.0,128.0,195.0,55.0,40.0,72.0,78.0,72.0,1481.0,1500.0,1527.0,1517.0,1516.0
2292,NEWCASTLE,705.0,665.0,724.0,666.0,727.0,705.0,655.0,724.0,640.0,735.0,440.0,450.0,453.0,455.0,500.0,44.0,33.0,58.0,40.0,51.0,5.0,20.0,5.0,20.0,20.0,452.0,446.0,462.0,479.0,477.0
2293,NEWCASTLE,639.0,678.0,929.0,647.0,681.0,595.0,660.0,853.0,646.0,630.0,520.0,480.0,500.0,530.0,550.0,65.0,51.0,67.0,85.0,85.0,20.0,20.0,20.0,20.0,45.0,544.0,547.0,555.0,605.0,626.0
2294,NEWCASTLE,705.0,725.0,664.0,829.0,913.0,705.0,725.0,649.0,780.0,885.0,480.0,420.0,450.0,490.0,500.0,37.0,41.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,328.0,338.0,333.0,329.0,325.0
2295,NEWCASTLE,692.0,719.0,793.0,870.0,852.0,683.0,730.0,760.0,797.0,850.0,510.0,500.0,483.0,520.0,530.0,56.0,74.0,58.0,54.0,76.0,20.0,20.0,39.0,55.0,31.0,676.0,684.0,690.0,689.0,702.0
2295,PORT STEPHENS,692.0,719.0,793.0,870.0,852.0,683.0,730.0,760.0,797.0,850.0,510.0,500.0,483.0,520.0,530.0,56.0,74.0,58.0,54.0,76.0,20.0,20.0,39.0,55.0,31.0,676.0,684.0,690.0,689.0,702.0
2296,NEWCASTLE,660.0,725.0,735.0,713.0,760.5,613.0,725.0,735.0,668.0,760.5,435.0,430.0,490.0,500.0,495.0,43.0,20.0,20.0,20.0,40.0,20.0,5.0,20.0,20.0,5.0,383.0,392.0,393.0,407.0,417.0
2297,NEWCASTLE,747.0,725.0,866.0,965.0,760.5,730.0,725.0,895.0,848.0,760.5,410.0,450.0,440.0,470.0,480.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,5.0,232.0,232.0,228.0,235.0,226.0
2298,NEWCASTLE,551.0,591.0,586.0,649.0,651.0,555.0,582.0,605.0,646.0,670.0,330.0,370.0,310.0,400.0,310.0,267.0,129.0,161.0,144.0,226.0,44.0,20.0,52.0,52.0,48.0,1547.0,1548.0,1573.0,1571.0,1607.0
2299,NEWCASTLE,587.0,588.0,565.0,650.0,666.0,595.0,555.0,552.0,660.0,615.0,240.0,380.0,390.0,390.0,240.0,289.0,154.0,184.0,165.0,325.0,36.0,43.0,67.0,75.0,48.0,1730.0,1729.0,1771.0,1767.0,1878.0
2300,NEWCASTLE,1017.0,1052.0,827.0,1120.0,911.0,838.0,948.0,724.0,800.0,690.0,440.0,448.0,450.0,458.0,480.0,382.0,314.0,414.0,360.0,417.0,58.0,42.0,93.0,95.0,93.0,2839.0,2833.0,2979.0,3094.0,3110.0
2302,NEWCASTLE,540.0,725.0,702.0,721.0,767.0,522.0,725.0,530.0,799.0,770.0,470.0,450.0,440.0,493.0,555.0,35.0,50.0,53.0,48.0,48.0,20.0,5.0,20.0,20.0,20.0,290.0,312.0,336.0,350.0,357.0
2303,NEWCASTLE,1016.0,1011.0,973.0,928.0,1053.0,900.0,920.0,886.0,835.0,968.0,460.0,470.0,460.0,490.0,510.0,117.0,91.0,93.0,110.0,109.0,20.0,20.0,36.0,49.0,34.0,1058.0,1063.0,1089.0,1086.0,1104.0
2304,NEWCASTLE,560.0,570.0,581.0,723.0,718.0,544.0,550.0,580.0,641.0,683.0,400.0,400.0,375.0,390.0,370.0,215.0,182.0,214.0,204.0,249.0,50.0,62.0,79.0,105.0,94.0,2302.0,2289.0,2362.0,2365.0,2410.0
2305,LAKE MACQUARIE,763.0,787.0,784.0,791.0,814.0,705.0,680.0,772.0,775.0,785.0,460.0,433.0,445.0,460.0,495.0,126.0,96.0,98.0,99.0,113.0,56.0,39.0,52.0,75.0,59.0,1192.0,1207.0,1216.0,1192.0,1188.0
2305,NEWCASTLE,763.0,787.0,784.0,791.0,814.0,705.0,680.0,772.0,775.0,785.0,460.0,433.0,445.0,460.0,495.0,126.0,96.0,98.0,99.0,113.0,56.0,39.0,52.0,75.0,59.0,1192.0,1207.0,1216.0,1192.0,1188.0
2307,NEWCASTLE,473.0,725.0,488.0,512.0,527.0,473.0,725.0,483.0,495.0,505.0,250.0,373.0,398.0,390.0,295.0,81.0,72.0,62.0,65.0,84.0,20.0,5.0,20.0,20.0,20.0,530.0,557.0,577.0,574.0,585.0
2315,PORT STEPHENS,613.0,666.0,654.0,661.0,701.0,603.0,620.0,623.0,648.0,690.0,420.0,420.0,410.0,445.0,450.0,153.0,136.0,182.0,100.0,109.0,104.0,75.0,144.0,192.0,143.0,1560.0,1552.0,1611.0,1595.0,1558.0
2316,PORT STEPHENS,703.0,636.0,612.0,751.0,597.0,700.0,680.0,625.0,671.0,575.0,450.0,410.0,435.0,435.0,550.0,32.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,34.0,20.0,352.0,358.0,351.0,346.0,344.0
2317,PORT STEPHENS,667.0,654.0,642.0,679.0,756.0,642.0,625.0,600.0,650.0,705.0,410.0,420.0,450.0,380.0,480.0,41.0,33.0,44.0,31.0,43.0,50.0,35.0,42.0,57.0,51.0,537.0,530.0,546.0,545.0,545.0
2318,NEWCASTLE,560.0,618.0,644.0,640.0,632.0,525.0,620.0,680.0,638.0,635.0,475.0,460.0,435.0,505.0,520.0,76.0,59.0,47.0,64.0,75.0,39.0,20.0,54.0,56.0,53.0,642.0,648.0,649.0,649.0,650.0
2318,PORT STEPHENS,560.0,618.0,644.0,640.0,632.0,525.0,620.0,680.0,638.0,635.0,475.0,460.0,435.0,505.0,520.0,76.0,59.0,47.0,64.0,75.0,39.0,20.0,54.0,56.0,53.0,642.0,648.0,649.0,649.0,650.0
2319,PORT STEPHENS,480.0,461.0,459.0,547.0,501.0,498.0,460.0,448.0,535.0,500.0,390.0,380.0,380.0,415.0,420.0,52.0,50.0,43.0,42.0,45.0,20.0,20.0,40.0,59.0,53.0,624.0,639.0,644.0,644.0,622.0
2320,CESSNOCK,510.0,535.0,521.0,575.0,576.0,460.0,475.0,465.0,498.0,515.0,385.0,390.0,390.0,420.0,440.0,250.0,228.0,270.0,246.0,211.0,144.0,137.0,206.0,240.0,235.0,2844.0,2829.0,2925.0,2934.0,2944.0
2320,DUNGOG,510.0,535.0,521.0,575.0,576.0,460.0,475.0,465.0,498.0,515.0,385.0,390.0,390.0,420.0,440.0,250.0,228.0,270.0,246.0,211.0,144.0,137.0,206.0,240.0,235.0,2844.0,2829.0,2925.0,2934.0,2944.0
2320,MAITLAND,510.0,535.0,521.0,575.0,576.0,460.0,475.0,465.0,498.0,515.0,385.0,390.0,390.0,420.0,440.0,250.0,228.0,270.0,246.0,211.0,144.0,137.0,206.0,240.0,235.0,2844.0,2829.0,2925.0,2934.0,2944.0
2320,PORT STEPHENS,510.0,535.0,521.0,575.0,576.0,460.0,475.0,465.0,498.0,515.0,385.0,390.0,390.0,420.0,440.0,250.0,228.0,270.0,246.0,211.0,144.0,137.0,206.0,240.0,235.0,2844.0,2829.0,2925.0,2934.0,2944.0
2320,SINGLETON,510.0,535.0,521.0,575.0,576.0,460.0,475.0,465.0,498.0,515.0,385.0,390.0,390.0,420.0,440.0,250.0,228.0,270.0,246.0,211.0,144.0,137.0,206.0,240.0,235.0,2844.0,2829.0,2925.0,2934.0,2944.0
2321,CESSNOCK,515.0,544.0,609.0,569.0,641.0,513.0,520.0,580.0,510.0,597.0,440.0,430.0,430.0,440.0,450.0,127.0,136.0,135.0,135.0,105.0,56.0,58.0,72.0,77.0,73.0,1305.0,1340.0,1401.0,1462.0,1464.0
2321,DUNGOG,515.0,544.0,609.0,569.0,641.0,513.0,520.0,580.0,510.0,597.0,440.0,430.0,430.0,440.0,450.0,127.0,136.0,135.0,135.0,105.0,56.0,58.0,72.0,77.0,73.0,1305.0,1340.0,1401.0,1462.0,1464.0
2321,MAITLAND,515.0,544.0,609.0,569.0,641.0,513.0,520.0,580.0,510.0,597.0,440.0,430.0,430.0,440.0,450.0,127.0,136.0,135.0,135.0,105.0,56.0,58.0,72.0,77.0,73.0,1305.0,1340.0,1401.0,1462.0,1464.0
2321,PORT STEPHENS,515.0,544.0,609.0,569.0,641.0,513.0,520.0,580.0,510.0,597.0,440.0,430.0,430.0,440.0,450.0,127.0,136.0,135.0,135.0,105.0,56.0,58.0,72.0,77.0,73.0,1305.0,1340.0,1401.0,1462.0,1464.0
2322,CESSNOCK,499.0,513.0,529.0,559.0,567.0,490.0,465.0,517.0,560.0,570.0,420.0,415.0,425.0,428.0,460.0,129.0,117.0,127.0,158.0,129.0,91.0,71.0,110.0,112.0,95.0,1330.0,1346.0,1388.0,1461.0,1479.0
2322,MAITLAND,499.0,513.0,529.0,559.0,567.0,490.0,465.0,517.0,560.0,570.0,420.0,415.0,425.0,428.0,460.0,129.0,117.0,127.0,158.0,129.0,91.0,71.0,110.0,112.0,95.0,1330.0,1346.0,1388.0,1461.0,1479.0
2322,NEWCASTLE,499.0,513.0,529.0,559.0,567.0,490.0,465.0,517.0,560.0,570.0,420.0,415.0,425.0,428.0,460.0,129.0,117.0,127.0,158.0,129.0,91.0,71.0,110.0,112.0,95.0,1330.0,1346.0,1388.0,1461.0,1479.0
2322,PORT STEPHENS,499.0,513.0,529.0,559.0,567.0,490.0,465.0,517.0,560.0,570.0,420.0,415.0,425.0,428.0,460.0,129.0,117.0,127.0,158.0,129.0,91.0,71.0,110.0,112.0,95.0,1330.0,1346.0,1388.0,1461.0,1479.0
2323,CESSNOCK,507.0,473.0,511.0,544.0,593.0,490.0,445.0,490.0,540.0,580.0,375.0,390.0,400.0,410.0,410.0,203.0,185.0,195.0,166.0,143.0,95.0,76.0,143.0,113.0,110.0,2350.0,2381.0,2428.0,2413.0,2400.0
2323,LAKE MACQUARIE,507.0,473.0,511.0,544.0,593.0,490.0,445.0,490.0,540.0,580.0,375.0,390.0,400.0,410.0,410.0,203.0,185.0,195.0,166.0,143.0,95.0,76.0,143.0,113.0,110.0,2350.0,2381.0,2428.0,2413.0,2400.0
2323,MAITLAND,507.0,473.0,511.0,544.0,593.0,490.0,445.0,490.0,540.0,580.0,375.0,390.0,400.0,410.0,410.0,203.0,185.0,195.0,166.0,143.0,95.0,76.0,143.0,113.0,110.0,2350.0,2381.0,2428.0,2413.0,2400.0
2324,MAITLAND,490.0,469.0,481.0,549.0,536.0,450.0,430.0,435.0,500.0,495.0,350.0,360.0,363.0,378.0,390.0,153.0,147.0,144.0,130.0,111.0,106.0,70.0,127.0,157.0,142.0,1903.0,1903.0,1932.0,1928.0,1908.0
2324,MID-COAST,490.0,469.0,481.0,549.0,536.0,450.0,430.0,435.0,500.0,495.0,350.0,360.0,363.0,378.0,390.0,153.0,147.0,144.0,130.0,111.0,106.0,70.0,127.0,157.0,142.0,1903.0,1903.0,1932.0,1928.0,1908.0
2324,PORT STEPHENS,490.0,469.0,481.0,549.0,536.0,450.0,430.0,435.0,500.0,495.0,350.0,360.0,363.0,378.0,390.0,153.0,147.0,144.0,130.0,111.0,106.0,70.0,127.0,157.0,142.0,1903.0,1903.0,1932.0,1928.0,1908.0
2325,CESSNOCK,425.0,406.0,454.0,436.0,456.0,380.0,360.0,390.0,395.0,420.0,340.0,325.0,350.0,350.0,350.0,230.0,201.0,201.0,189.0,183.0,116.0,137.0,173.0,201.0,157.0,2596.0,2619.0,2656.0,2634.0,2632.0
2325,SINGLETON,425.0,406.0,454.0,436.0,456.0,380.0,360.0,390.0,395.0,420.0,340.0,325.0,350.0,350.0,350.0,230.0,201.0,201.0,189.0,183.0,116.0,137.0,173.0,201.0,157.0,2596.0,2619.0,2656.0,2634.0,2632.0
2326,CESSNOCK,335.0,337.0,520.0,362.0,447.0,325.0,360.0,405.0,360.0,430.0,350.0,330.0,355.0,350.0,350.0,20.0,40.0,36.0,31.0,20.0,20.0,20.0,20.0,20.0,37.0,434.0,438.0,446.0,444.0,434.0
2326,MAITLAND,335.0,337.0,520.0,362.0,447.0,325.0,360.0,405.0,360.0,430.0,350.0,330.0,355.0,350.0,350.0,20.0,40.0,36.0,31.0,20.0,20.0,20.0,20.0,20.0,37.0,434.0,438.0,446.0,444.0,434.0
2327,CESSNOCK,345.0,382.0,415.0,403.0,450.0,340.0,355.0,410.0,388.0,428.0,330.0,340.0,340.0,350.0,368.0,62.0,51.0,61.0,46.0,52.0,31.0,20.0,48.0,38.0,40.0,841.0,850.0,873.0,870.0,871.0
2328,MUSWELLBROOK,705.0,725.0,724.0,733.0,458.0,705.0,725.0,724.0,733.0,458.0,355.0,450.0,320.0,350.0,280.0,20.0,5.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,166.0,161.0,157.0,155.0,156.0
2329,UPPER HUNTER,705.0,248.0,724.0,284.0,760.5,705.0,260.0,724.0,250.0,760.5,255.0,450.0,285.0,228.0,270.0,20.0,5.0,20.0,20.0,20.0,5.0,20.0,5.0,20.0,5.0,137.0,134.0,137.0,134.0,133.0
2329,WARRUMBUNGLE,705.0,248.0,724.0,284.0,760.5,705.0,260.0,724.0,250.0,760.5,255.0,450.0,285.0,228.0,270.0,20.0,5.0,20.0,20.0,20.0,5.0,20.0,5.0,20.0,5.0,137.0,134.0,137.0,134.0,133.0
2330,HAWKESBURY,428.0,486.0,468.0,472.0,475.0,415.0,418.0,423.0,420.0,440.0,380.0,390.0,380.0,400.0,400.0,163.0,153.0,157.0,125.0,139.0,91.0,80.0,134.0,123.0,144.0,1531.0,1539.0,1566.0,1553.0,1557.0
2330,LITHGOW CITY,428.0,486.0,468.0,472.0,475.0,415.0,418.0,423.0,420.0,440.0,380.0,390.0,380.0,400.0,400.0,163.0,153.0,157.0,125.0,139.0,91.0,80.0,134.0,123.0,144.0,1531.0,1539.0,1566.0,1553.0,1557.0
2330,MUSWELLBROOK,428.0,486.0,468.0,472.0,475.0,415.0,418.0,423.0,420.0,440.0,380.0,390.0,380.0,400.0,400.0,163.0,153.0,157.0,125.0,139.0,91.0,80.0,134.0,123.0,144.0,1531.0,1539.0,1566.0,1553.0,1557.0
2330,SINGLETON,428.0,486.0,468.0,472.0,475.0,415.0,418.0,423.0,420.0,440.0,380.0,390.0,380.0,400.0,400.0,163.0,153.0,157.0,125.0,139.0,91.0,80.0,134.0,123.0,144.0,1531.0,1539.0,1566.0,1553.0,1557.0
2333,MUSWELLBROOK,309.0,294.0,306.0,329.0,345.0,300.0,285.0,310.0,318.0,335.0,380.0,360.0,340.0,380.0,360.0,148.0,199.0,163.0,154.0,166.0,63.0,58.0,88.0,103.0,108.0,1394.0,1421.0,1479.0,1486.0,1490.0
2333,SINGLETON,309.0,294.0,306.0,329.0,345.0,300.0,285.0,310.0,318.0,335.0,380.0,360.0,340.0,380.0,360.0,148.0,199.0,163.0,154.0,166.0,63.0,58.0,88.0,103.0,108.0,1394.0,1421.0,1479.0,1486.0,1490.0
2333,UPPER HUNTER,309.0,294.0,306.0,329.0,345.0,300.0,285.0,310.0,318.0,335.0,380.0,360.0,340.0,380.0,360.0,148.0,199.0,163.0,154.0,166.0,63.0,58.0,88.0,103.0,108.0,1394.0,1421.0,1479.0,1486.0,1490.0
2334,CESSNOCK,705.0,430.0,367.0,403.0,431.0,705.0,418.0,385.0,378.0,410.0,370.0,360.0,380.0,450.0,450.0,20.0,20.0,20.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,199.0,196.0,207.0,200.0,197.0
2334,MAITLAND,705.0,430.0,367.0,403.0,431.0,705.0,418.0,385.0,378.0,410.0,370.0,360.0,380.0,450.0,450.0,20.0,20.0,20.0,5.0,5.0,5.0,20.0,20.0,20.0,20.0,199.0,196.0,207.0,200.0,197.0
2335,CESSNOCK,510.0,646.0,502.0,633.0,583.0,468.0,571.0,454.0,548.0,500.0,415.0,420.0,430.0,430.0,440.0,52.0,51.0,49.0,45.0,60.0,20.0,20.0,46.0,49.0,34.0,540.0,543.0,553.0,537.0,555.0
2335,MAITLAND,510.0,646.0,502.0,633.0,583.0,468.0,571.0,454.0,548.0,500.0,415.0,420.0,430.0,430.0,440.0,52.0,51.0,49.0,45.0,60.0,20.0,20.0,46.0,49.0,34.0,540.0,543.0,553.0,537.0,555.0
2335,SINGLETON,510.0,646.0,502.0,633.0,583.0,468.0,571.0,454.0,548.0,500.0,415.0,420.0,430.0,430.0,440.0,52.0,51.0,49.0,45.0,60.0,20.0,20.0,46.0,49.0,34.0,540.0,543.0,553.0,537.0,555.0
2336,MUSWELLBROOK,705.0,725.0,350.0,341.0,354.0,705.0,725.0,310.0,318.0,353.0,450.0,300.0,300.0,450.0,450.0,5.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,127.0,138.0,143.0,141.0,138.0
2336,UPPER HUNTER,705.0,725.0,350.0,341.0,354.0,705.0,725.0,310.0,318.0,353.0,450.0,300.0,300.0,450.0,450.0,5.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,127.0,138.0,143.0,141.0,138.0
2337,MID-COAST,427.0,406.0,363.0,413.0,386.0,448.0,400.0,344.0,395.0,378.0,320.0,340.0,320.0,340.0,320.0,63.0,57.0,43.0,31.0,61.0,20.0,39.0,47.0,58.0,47.0,555.0,552.0,556.0,542.0,544.0
2337,UPPER HUNTER,427.0,406.0,363.0,413.0,386.0,448.0,400.0,344.0,395.0,378.0,320.0,340.0,320.0,340.0,320.0,63.0,57.0,43.0,31.0,61.0,20.0,39.0,47.0,58.0,47.0,555.0,552.0,556.0,542.0,544.0
2340,GUNNEDAH,395.0,359.0,387.0,395.0,423.0,370.0,340.0,355.0,380.0,385.0,320.0,320.0,325.0,325.0,340.0,556.0,420.0,640.0,498.0,508.0,170.0,160.0,270.0,312.0,294.0,5231.0,5164.0,5477.0,5517.0,5544.0
2340,LIVERPOOL PLAINS,395.0,359.0,387.0,395.0,423.0,370.0,340.0,355.0,380.0,385.0,320.0,320.0,325.0,325.0,340.0,556.0,420.0,640.0,498.0,508.0,170.0,160.0,270.0,312.0,294.0,5231.0,5164.0,5477.0,5517.0,5544.0
2340,TAMWORTH REGIONAL,395.0,359.0,387.0,395.0,423.0,370.0,340.0,355.0,380.0,385.0,320.0,320.0,325.0,325.0,340.0,556.0,420.0,640.0,498.0,508.0,170.0,160.0,270.0,312.0,294.0,5231.0,5164.0,5477.0,5517.0,5544.0
2340,UPPER HUNTER,395.0,359.0,387.0,395.0,423.0,370.0,340.0,355.0,380.0,385.0,320.0,320.0,325.0,325.0,340.0,556.0,420.0,640.0,498.0,508.0,170.0,160.0,270.0,312.0,294.0,5231.0,5164.0,5477.0,5517.0,5544.0
2341,GUNNEDAH,705.0,725.0,168.0,733.0,199.0,705.0,725.0,187.0,733.0,186.0,240.0,250.0,240.0,450.0,450.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,5.0,20.0,143.0,147.0,150.0,154.0,151.0
2341,LIVERPOOL PLAINS,705.0,725.0,168.0,733.0,199.0,705.0,725.0,187.0,733.0,186.0,240.0,250.0,240.0,450.0,450.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,5.0,20.0,143.0,147.0,150.0,154.0,151.0
2343,GUNNEDAH,325.0,282.0,242.0,298.0,271.0,220.0,260.0,235.0,258.0,270.0,265.0,260.0,260.0,268.0,305.0,33.0,34.0,36.0,34.0,20.0,20.0,20.0,20.0,42.0,31.0,355.0,365.0,371.0,364.0,359.0
2343,LIVERPOOL PLAINS,325.0,282.0,242.0,298.0,271.0,220.0,260.0,235.0,258.0,270.0,265.0,260.0,260.0,268.0,305.0,33.0,34.0,36.0,34.0,20.0,20.0,20.0,20.0,42.0,31.0,355.0,365.0,371.0,364.0,359.0
2343,TAMWORTH REGIONAL,325.0,282.0,242.0,298.0,271.0,220.0,260.0,235.0,258.0,270.0,265.0,260.0,260.0,268.0,305.0,33.0,34.0,36.0,34.0,20.0,20.0,20.0,20.0,42.0,31.0,355.0,365.0,371.0,364.0,359.0
2346,TAMWORTH REGIONAL,705.0,725.0,263.0,312.0,277.0,705.0,725.0,250.0,315.0,290.0,285.0,250.0,270.0,250.0,300.0,20.0,39.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,261.0,282.0,288.0,291.0,289.0
2347,GWYDIR,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,210.0,450.0,450.0,210.0,5.0,20.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,99.0,112.0,114.0,109.0,112.0
2347,NARRABRI,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,210.0,450.0,450.0,210.0,5.0,20.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,99.0,112.0,114.0,109.0,112.0
2347,TAMWORTH REGIONAL,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,210.0,450.0,450.0,210.0,5.0,20.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,99.0,112.0,114.0,109.0,112.0
2350,ARMIDALE REGIONAL,379.0,351.0,412.0,423.0,419.0,365.0,345.0,382.0,390.0,373.0,330.0,320.0,340.0,320.0,320.0,367.0,260.0,339.0,321.0,390.0,77.0,86.0,138.0,154.0,163.0,3185.0,3177.0,3184.0,3162.0,3166.0
